学生番号,年度,学期,科目名,単位数,成績,GP, , 
21048,2022,後期,データ構造とアルゴリズムⅠ,2,S,4,,
21048,2022,後期,プログラミング言語とコンパイラ,2,S,4,,
21048,2022,後期,Reading & WritingⅣ,1,S,4,,
21048,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21048,2022,後期,初等幾何学,2,S,4,,
21048,2022,後期,ハードウェア設計Ⅱ,2,S,4,,
21048,2022,後期,ハードウェア実験Ⅰ,2,S,4,,
21048,2022,後期,技術者倫理,2,S,4,,
21048,2022,後期,統計学,2,S,4,,
21048,2022,後期,道徳教育論,0,S,4,,
21048,2022,後期,微分方程式,2,S,4,,
21048,2022,後期,基本情報技術者試験,2,G,2,,
21048,2022,後期,クラウドプログラミング演習,2,S,4,,
21048,2022,後期,特別活動及び総合的な学習の時間の指導法,0,A,3,,
21048,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21048,2022,通年,数学科教育法,0,S,4,,
21048,2021,前期,キャリア形成基礎論,2,A,3,,
21048,2021,前期,フランス語Ⅰ,1,S,4,,
21048,2021,前期,Reading & WritingⅠ,1,S,4,,
21048,2021,前期,Listening & SpeakingⅠ,1,B,2,,
21048,2021,前期,基礎ゼミナール,2,S,4,,
21048,2021,前期,情報リテラシー,2,S,4,,
21048,2021,前期,プログラミング入門,2,S,4,,
21048,2021,前期,基礎数学,2,S,4,,
21048,2021,前期,線形代数Ⅰ,2,S,4,,
21048,2021,前期,日本国憲法,2,S,4,,
21048,2021,前期,離散数学Ⅰ,2,S,4,,
21048,2021,前期,実用国語Ⅱ（国語力）,2,A,3,,
21048,2021,後期,スポーツ科学演習,2,S,4,,
21048,2021,後期,フランス語Ⅱ,1,S,4,,
21048,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21048,2021,後期,Reading & WritingⅡ,1,A,3,,
21048,2021,後期,Listening & SpeakingⅡ,1,B,2,,
21048,2021,後期,情報科学基礎演習,2,S,4,,
21048,2021,後期,教育心理学,0,S,4,,
21048,2021,後期,計算機構成論Ⅰ,2,S,4,,
21048,2021,後期,線形代数Ⅱ,2,S,4,,
21048,2021,後期,微分積分Ⅰ,2,S,4,,
21048,2021,後期,基礎物理,2,S,4,,
21048,2021,後期,離散数学Ⅱ,2,S,4,,
21048,2021,後期,解析幾何学,2,S,4,,
21048,2021,後期,教職論,0,S,4,,
21048,2021,後期,モバイルプログラミング演習,2,S,4,,
21049,2022,前期,Reading & WritingⅢ,1,C,1,,
21049,2022,前期,Listening & SpeakingⅢ,1,A,3,,
21049,2022,前期,計算機構成論Ⅱ,2,B,2,,
21049,2022,前期,現代自然科学,2,S,4,,
21049,2022,前期,情報処理技術Ⅰ,2,C,1,,
21049,2022,前期,ハードウェア設計Ⅰ,2,B,2,,
21049,2022,前期,離散数学Ⅲ,2,S,4,,
21049,2022,前期,日本語表現法,2,A,3,,
21049,2022,前期,微分積分Ⅱ,2,B,2,,
21049,2022,前期,組込みソフトウェア演習,2,S,4,,
21049,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21049,2022,前期,ＡＩプログラミング演習,2,A,3,,
21049,2022,後期,コンピュータグラフィックス基礎,2,C,1,,
21049,2022,後期,コンピュータネットワーク,2,S,4,,
21049,2022,後期,スポーツ科学演習,2,S,4,,
21049,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21049,2022,後期,Reading & WritingⅣ,1,A,3,,
21049,2022,後期,Listening & SpeakingⅣ,1,A,3,,
21049,2022,後期,ハードウェア設計Ⅱ,2,A,3,,
21049,2022,後期,ハードウェア実験Ⅰ,2,A,3,,
21049,2022,後期,技術者倫理,2,S,4,,
21049,2022,後期,微分方程式,2,A,3,,
21049,2022,後期,情報処理技術Ⅱ,2,A,3,,
21049,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21049,2021,前期,キャリア形成基礎論,2,B,2,,
21049,2021,前期,Reading & WritingⅠ,1,B,2,,
21049,2021,前期,Listening & SpeakingⅠ,1,A,3,,
21049,2021,前期,基礎ゼミナール,2,A,3,,
21049,2021,前期,情報リテラシー,2,S,4,,
21049,2021,前期,プログラミング入門,2,A,3,,
21049,2021,前期,基礎数学,2,S,4,,
21049,2021,前期,線形代数Ⅰ,2,S,4,,
21049,2021,前期,中国語Ⅰ,1,A,3,,
21049,2021,前期,離散数学Ⅰ,2,B,2,,
21049,2021,前期,数理的教養Ⅰ,2,S,4,,
21049,2021,前期,実践キャリア学修Ｂ,2,S,4,,
21049,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21049,2021,後期,Reading & WritingⅡ,1,C,1,,
21049,2021,後期,Listening & SpeakingⅡ,1,A,3,,
21049,2021,後期,情報科学基礎演習,2,S,4,,
21049,2021,後期,計算機構成論Ⅰ,2,A,3,,
21049,2021,後期,線形代数Ⅱ,2,A,3,,
21049,2021,後期,中国語Ⅱ,1,S,4,,
21049,2021,後期,微分積分Ⅰ,2,B,2,,
21049,2021,後期,基礎物理,2,C,1,,
21049,2021,後期,離散数学Ⅱ,2,A,3,,
21049,2021,後期,数理的教養Ⅱ,2,A,3,,
21049,2021,後期,解析幾何学,2,S,4,,
21049,2021,後期,モバイルプログラミング演習,2,S,4,,
21050,2022,前期,ゲームプログラミング演習,2,A,3,,
21050,2022,前期,Reading & WritingⅢ,1,A,3,,
21050,2022,前期,Listening & SpeakingⅢ,1,S,4,,
21050,2022,前期,計算機構成論Ⅱ,2,B,2,,
21050,2022,前期,現代自然科学,2,S,4,,
21050,2022,前期,情報処理技術Ⅰ,2,S,4,,
21050,2022,前期,ハードウェア設計Ⅰ,2,B,2,,
21050,2022,前期,日本語表現法,2,A,3,,
21050,2022,前期,微分積分Ⅱ,2,A,3,,
21050,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21050,2022,前期,確率統計,2,S,4,,
21050,2022,前期,ＡＩプログラミング演習,2,A,3,,
21050,2022,後期,離散数学Ⅳ,2,S,4,,
21050,2022,後期,データ構造とアルゴリズムⅠ,2,S,4,,
21050,2022,後期,プログラミング言語とコンパイラ,2,S,4,,
21050,2022,後期,Reading & WritingⅣ,1,A,3,,
21050,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21050,2022,後期,初等幾何学,2,S,4,,
21050,2022,後期,ハードウェア設計Ⅱ,2,A,3,,
21050,2022,後期,ハードウェア実験Ⅰ,2,A,3,,
21050,2022,後期,統計学,2,A,3,,
21050,2022,後期,実用国語Ⅰ（文章力）,2,A,3,,
21050,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21050,2021,前期,キャリア形成基礎論,2,C,1,,
21050,2021,前期,Reading & WritingⅠ,1,C,1,,
21050,2021,前期,Listening & SpeakingⅠ,1,B,2,,
21050,2021,前期,韓国語Ⅰ,1,B,2,,
21050,2021,前期,基礎ゼミナール,2,A,3,,
21050,2021,前期,情報リテラシー,2,A,3,,
21050,2021,前期,プログラミング入門,2,A,3,,
21050,2021,前期,基礎数学,2,A,3,,
21050,2021,前期,線形代数Ⅰ,2,B,2,,
21050,2021,前期,離散数学Ⅰ,2,S,4,,
21050,2021,前期,数理的教養Ⅰ,2,A,3,,
21050,2021,前期,数理的教養Ⅱ,2,S,4,,
21050,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21050,2021,後期,Reading & WritingⅡ,1,A,3,,
21050,2021,後期,Listening & SpeakingⅡ,1,B,2,,
21050,2021,後期,情報科学基礎演習,2,B,2,,
21050,2021,後期,計算機構成論Ⅰ,2,A,3,,
21050,2021,後期,健康学,2,B,2,,
21050,2021,後期,微分積分Ⅰ,2,B,2,,
21050,2021,後期,基礎物理,2,A,3,,
21050,2021,後期,法学,2,S,4,,
21050,2021,後期,離散数学Ⅱ,2,S,4,,
21050,2021,後期,韓国語会話Ⅰ,1,C,1,,
21050,2021,後期,解析幾何学,2,S,4,,
21050,2021,後期,モバイルプログラミング演習,2,S,4,,
21051,2022,前期,Reading & WritingⅢ,1,S,4,,
21051,2022,前期,Listening & SpeakingⅢ,1,S,4,,
21051,2022,前期,計算機構成論Ⅱ,2,S,4,,
21051,2022,前期,ハードウェア設計Ⅰ,2,S,4,,
21051,2022,前期,情報理論・確率論,2,S,4,,
21051,2022,前期,離散数学Ⅲ,2,S,4,,
21051,2022,前期,日本の歴史,2,S,4,,
21051,2022,前期,日本語表現法,2,S,4,,
21051,2022,前期,微分積分Ⅱ,2,S,4,,
21051,2022,前期,実用国語Ⅰ（文章力）,2,A,3,,
21051,2022,前期,組込みソフトウェア演習,2,S,4,,
21051,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21051,2022,前期,ＡＩプログラミング演習,2,S,4,,
21051,2022,後期,離散数学Ⅳ,2,S,4,,
21051,2022,後期,コンピュータネットワーク,2,A,3,,
21051,2022,後期,データ構造とアルゴリズムⅠ,2,S,4,,
21051,2022,後期,プログラミング言語とコンパイラ,2,S,4,,
21051,2022,後期,Reading & WritingⅣ,1,S,4,,
21051,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21051,2022,後期,ハードウェア設計Ⅱ,2,S,4,,
21051,2022,後期,ハードウェア実験Ⅰ,2,S,4,,
21051,2022,後期,技術者倫理,2,S,4,,
21051,2022,後期,統計学,2,S,4,,
21051,2022,後期,数理的教養Ⅰ,2,S,4,,
21051,2022,後期,クラウドプログラミング演習,2,A,3,,
21051,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21051,2021,前期,キャリア形成基礎論,2,C,1,,
21051,2021,前期,スポーツ科学演習,2,S,4,,
21051,2021,前期,Reading & WritingⅠ,1,S,4,,
21051,2021,前期,Listening & SpeakingⅠ,1,S,4,,
21051,2021,前期,基礎ゼミナール,2,S,4,,
21051,2021,前期,情報リテラシー,2,S,4,,
21051,2021,前期,プログラミング入門,2,S,4,,
21051,2021,前期,基礎数学,2,S,4,,
21051,2021,前期,線形代数Ⅰ,2,S,4,,
21051,2021,前期,離散数学Ⅰ,2,B,2,,
21051,2021,前期,中国語会話Ⅰ,1,B,2,,
21051,2021,前期,電気工学概論,2,S,4,,
21051,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21051,2021,後期,Reading & WritingⅡ,1,S,4,,
21051,2021,後期,Listening & SpeakingⅡ,1,S,4,,
21051,2021,後期,情報科学基礎演習,2,S,4,,
21051,2021,後期,計算機構成論Ⅰ,2,S,4,,
21051,2021,後期,線形代数Ⅱ,2,S,4,,
21051,2021,後期,中国語Ⅰ,1,A,3,,
21051,2021,後期,微分積分Ⅰ,2,A,3,,
21051,2021,後期,基礎物理,2,C,1,,
21051,2021,後期,離散数学Ⅱ,2,S,4,,
21051,2021,後期,解析幾何学,2,S,4,,
21051,2021,後期,機械工学概論,2,S,4,,
21051,2021,後期,モバイルプログラミング演習,2,S,4,,
21052,2022,前期,ゲームプログラミング演習,2,D,0,,
21052,2022,前期,Reading & WritingⅢ,1,E,0,,
21052,2022,前期,Listening & SpeakingⅠ,1,D,0,,
21052,2022,前期,Listening & SpeakingⅢ,1,D,0,,
21052,2022,前期,計算機構成論Ⅱ,2,D,0,,
21052,2022,前期,ハードウェア設計Ⅰ,2,D,0,,
21052,2022,前期,線形代数Ⅰ,2,D,0,,
21052,2022,前期,中国語Ⅰ,1,D,0,,
21052,2022,前期,離散数学Ⅲ,2,E,0,,
21052,2022,前期,日本語表現法,2,E,0,,
21052,2022,前期,物理学,2,D,0,,
21052,2022,前期,プログラミング基礎Ⅱ,2,D,0,,
21052,2022,前期,ＡＩプログラミング演習,2,D,0,,
21052,2022,後期,オペレーティングシステム,2,E,0,,
21052,2022,後期,コンピュータグラフィックス基礎,2,D,0,,
21052,2022,後期,データ構造とアルゴリズムⅠ,2,E,0,,
21052,2022,後期,Reading & WritingⅡ,1,D,0,,
21052,2022,後期,Reading & WritingⅣ,1,C,1,,
21052,2022,後期,Listening & SpeakingⅣ,1,E,0,,
21052,2022,後期,現代の政治,2,D,0,,
21052,2022,後期,中国語Ⅰ,1,E,0,,
21052,2022,後期,日本の歴史,2,C,1,,
21052,2022,後期,微分積分Ⅰ,2,E,0,,
21052,2022,後期,基礎物理,2,D,0,,
21052,2022,後期,法学,2,E,0,,
21052,2022,後期,データ構造とアルゴリズムⅠ演習,2,E,0,,
21052,2022,後期,鉄道産業演習,2,C,1,,
21052,2021,前期,キャリア形成基礎論,2,C,1,,
21052,2021,前期,Reading & WritingⅠ,1,C,1,,
21052,2021,前期,Listening & SpeakingⅠ,1,D,0,,
21052,2021,前期,科学・技術史,2,B,2,,
21052,2021,前期,基礎ゼミナール,2,A,3,,
21052,2021,前期,情報リテラシー,2,A,3,,
21052,2021,前期,プログラミング入門,2,C,1,,
21052,2021,前期,基礎数学,2,B,2,,
21052,2021,前期,線形代数Ⅰ,2,D,0,,
21052,2021,前期,離散数学Ⅰ,2,B,2,,
21052,2021,前期,電気工学概論,2,B,2,,
21052,2021,後期,プログラミング基礎Ⅰ,2,B,2,,
21052,2021,後期,Reading & WritingⅡ,1,D,0,,
21052,2021,後期,Listening & SpeakingⅡ,1,D,0,,
21052,2021,後期,情報科学基礎演習,2,B,2,,
21052,2021,後期,計算機構成論Ⅰ,2,C,1,,
21052,2021,後期,線形代数Ⅱ,2,C,1,,
21052,2021,後期,微分積分Ⅰ,2,D,0,,
21052,2021,後期,基礎物理,2,D,0,,
21052,2021,後期,離散数学Ⅱ,2,A,3,,
21052,2021,後期,実用国語Ⅱ（国語力）,2,B,2,,
21052,2021,後期,解析幾何学,2,E,0,,
21052,2021,後期,機械工学概論,2,C,1,,
21052,2021,後期,モバイルプログラミング演習,2,A,3,,
21053,2022,前期,Reading & WritingⅢ,1,B,2,,
21053,2022,前期,Listening & SpeakingⅢ,1,S,4,,
21053,2022,前期,計算機構成論Ⅱ,2,A,3,,
21053,2022,前期,ハードウェア設計Ⅰ,2,S,4,,
21053,2022,前期,情報理論・確率論,2,S,4,,
21053,2022,前期,中国語Ⅰ,1,B,2,,
21053,2022,前期,離散数学Ⅲ,2,S,4,,
21053,2022,前期,日本語表現法,2,A,3,,
21053,2022,前期,微分積分Ⅱ,2,S,4,,
21053,2022,前期,組込みソフトウェア演習,2,A,3,,
21053,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21053,2022,前期,確率統計,2,A,3,,
21053,2022,前期,ＡＩプログラミング演習,2,A,3,,
21053,2022,後期,グラフィックスプログラミング演習,2,B,2,,
21053,2022,後期,離散数学Ⅳ,2,A,3,,
21053,2022,後期,コンピュータネットワーク,2,B,2,,
21053,2022,後期,データ構造とアルゴリズムⅠ,2,B,2,,
21053,2022,後期,プログラミング言語とコンパイラ,2,B,2,,
21053,2022,後期,Reading & WritingⅣ,1,A,3,,
21053,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21053,2022,後期,ハードウェア設計Ⅱ,2,S,4,,
21053,2022,後期,ハードウェア実験Ⅰ,2,S,4,,
21053,2022,後期,技術者倫理,2,S,4,,
21053,2022,後期,統計学,2,C,1,,
21053,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21053,2021,前期,キャリア形成基礎論,2,C,1,,
21053,2021,前期,Reading & WritingⅠ,1,A,3,,
21053,2021,前期,Listening & SpeakingⅠ,1,S,4,,
21053,2021,前期,基礎ゼミナール,2,A,3,,
21053,2021,前期,情報リテラシー,2,S,4,,
21053,2021,前期,プログラミング入門,2,S,4,,
21053,2021,前期,基礎数学,2,S,4,,
21053,2021,前期,線形代数Ⅰ,2,S,4,,
21053,2021,前期,離散数学Ⅰ,2,C,1,,
21053,2021,前期,数理的教養Ⅰ,2,S,4,,
21053,2021,前期,電気工学概論,2,A,3,,
21053,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21053,2021,後期,Reading & WritingⅡ,1,S,4,,
21053,2021,後期,Listening & SpeakingⅡ,1,S,4,,
21053,2021,後期,情報科学基礎演習,2,A,3,,
21053,2021,後期,計算機構成論Ⅰ,2,A,3,,
21053,2021,後期,線形代数Ⅱ,2,S,4,,
21053,2021,後期,微分積分Ⅰ,2,A,3,,
21053,2021,後期,基礎物理,2,S,4,,
21053,2021,後期,離散数学Ⅱ,2,S,4,,
21053,2021,後期,解析幾何学,2,A,3,,
21053,2021,後期,機械工学概論,2,A,3,,
21053,2021,後期,モバイルプログラミング演習,2,S,4,,
21054,2022,前期,Reading & WritingⅢ,1,A,3,,
21054,2022,前期,Listening & SpeakingⅢ,1,B,2,,
21054,2022,前期,計算機構成論Ⅱ,2,C,1,,
21054,2022,前期,現代の政治,2,B,2,,
21054,2022,前期,ハードウェア設計Ⅰ,2,A,3,,
21054,2022,前期,離散数学Ⅲ,2,S,4,,
21054,2022,前期,微分積分Ⅱ,2,C,1,,
21054,2022,前期,ベクトル解析,2,S,4,,
21054,2022,前期,組込みソフトウェア演習,2,A,3,,
21054,2022,前期,プログラミング基礎Ⅱ,2,A,3,,
21054,2022,前期,確率統計,2,A,3,,
21054,2022,前期,ＡＩプログラミング演習,2,A,3,,
21054,2022,後期,コンピュータネットワーク,2,E,0,,
21054,2022,後期,データ構造とアルゴリズムⅠ,2,B,2,,
21054,2022,後期,Reading & WritingⅣ,1,B,2,,
21054,2022,後期,Listening & SpeakingⅣ,1,A,3,,
21054,2022,後期,計算機構成論Ⅰ,2,C,1,,
21054,2022,後期,初等幾何学,2,A,3,,
21054,2022,後期,ハードウェア設計Ⅱ,2,C,1,,
21054,2022,後期,ハードウェア実験Ⅰ,2,A,3,,
21054,2022,後期,技術者倫理,2,A,3,,
21054,2022,後期,微分方程式,2,A,3,,
21054,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21054,2021,前期,キャリア形成基礎論,2,C,1,,
21054,2021,前期,Reading & WritingⅠ,1,S,4,,
21054,2021,前期,Listening & SpeakingⅠ,1,S,4,,
21054,2021,前期,基礎ゼミナール,2,S,4,,
21054,2021,前期,情報リテラシー,2,S,4,,
21054,2021,前期,プログラミング入門,2,S,4,,
21054,2021,前期,基礎数学,2,A,3,,
21054,2021,前期,線形代数Ⅰ,2,S,4,,
21054,2021,前期,中国語Ⅰ,1,S,4,,
21054,2021,前期,日本の歴史,2,A,3,,
21054,2021,前期,離散数学Ⅰ,2,C,1,,
21054,2021,前期,数理的教養Ⅱ,2,B,2,,
21054,2021,前期,実用国語Ⅱ（国語力）,2,B,2,,
21054,2021,後期,ドイツ語Ⅰ,1,A,3,,
21054,2021,後期,プログラミング基礎Ⅰ,2,A,3,,
21054,2021,後期,Reading & WritingⅡ,1,S,4,,
21054,2021,後期,Listening & SpeakingⅡ,1,S,4,,
21054,2021,後期,情報科学基礎演習,2,S,4,,
21054,2021,後期,計算機構成論Ⅰ,2,D,0,,
21054,2021,後期,線形代数Ⅱ,2,S,4,,
21054,2021,後期,微分積分Ⅰ,2,A,3,,
21054,2021,後期,基礎物理,2,C,1,,
21054,2021,後期,離散数学Ⅱ,2,S,4,,
21054,2021,後期,世界の歴史,2,D,0,,
21054,2021,後期,モバイルプログラミング演習,2,A,3,,
21055,2022,前期,Reading & WritingⅢ,1,B,2,,
21055,2022,前期,Listening & SpeakingⅢ,1,B,2,,
21055,2022,前期,計算機構成論Ⅱ,2,B,2,,
21055,2022,前期,現代自然科学,2,A,3,,
21055,2022,前期,ハードウェア設計Ⅰ,2,S,4,,
21055,2022,前期,情報理論・確率論,2,A,3,,
21055,2022,前期,離散数学Ⅲ,2,A,3,,
21055,2022,前期,微分積分Ⅱ,2,C,1,,
21055,2022,前期,実用国語Ⅰ（文章力）,2,A,3,,
21055,2022,前期,組込みソフトウェア演習,2,A,3,,
21055,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21055,2022,前期,ＡＩプログラミング演習,2,B,2,,
21055,2022,後期,グラフィックスプログラミング演習,2,E,0,,
21055,2022,後期,離散数学Ⅳ,2,S,4,,
21055,2022,後期,コンピュータネットワーク,2,E,0,,
21055,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21055,2022,後期,プログラミング言語とコンパイラ,2,C,1,,
21055,2022,後期,Reading & WritingⅣ,1,A,3,,
21055,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21055,2022,後期,ハードウェア設計Ⅱ,2,A,3,,
21055,2022,後期,ハードウェア実験Ⅰ,2,A,3,,
21055,2022,後期,技術者倫理,2,A,3,,
21055,2022,後期,統計学,2,S,4,,
21055,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21055,2021,前期,キャリア形成基礎論,2,C,1,,
21055,2021,前期,スポーツ科学演習,2,C,1,,
21055,2021,前期,Reading & WritingⅠ,1,B,2,,
21055,2021,前期,Listening & SpeakingⅠ,1,A,3,,
21055,2021,前期,基礎ゼミナール,2,A,3,,
21055,2021,前期,情報リテラシー,2,A,3,,
21055,2021,前期,プログラミング入門,2,A,3,,
21055,2021,前期,基礎数学,2,A,3,,
21055,2021,前期,線形代数Ⅰ,2,A,3,,
21055,2021,前期,法学,2,C,1,,
21055,2021,前期,離散数学Ⅰ,2,A,3,,
21055,2021,前期,数理的教養Ⅰ,2,S,4,,
21055,2021,後期,プログラミング基礎Ⅰ,2,S,4,,
21055,2021,後期,Reading & WritingⅡ,1,S,4,,
21055,2021,後期,Listening & SpeakingⅡ,1,S,4,,
21055,2021,後期,情報科学基礎演習,2,A,3,,
21055,2021,後期,計算機構成論Ⅰ,2,A,3,,
21055,2021,後期,数学の世界,2,A,3,,
21055,2021,後期,線形代数Ⅱ,2,A,3,,
21055,2021,後期,中国語Ⅰ,1,A,3,,
21055,2021,後期,微分積分Ⅰ,2,C,1,,
21055,2021,後期,基礎物理,2,B,2,,
21055,2021,後期,離散数学Ⅱ,2,S,4,,
21055,2021,後期,中国語会話Ⅰ,1,S,4,,
21055,2021,後期,モバイルプログラミング演習,2,A,3,,
21056,2022,前期,Reading & WritingⅢ,1,A,3,,
21056,2022,前期,Listening & SpeakingⅢ,1,S,4,,
21056,2022,前期,計算機構成論Ⅱ,2,S,4,,
21056,2022,前期,ハードウェア設計Ⅰ,2,S,4,,
21056,2022,前期,情報理論・確率論,2,S,4,,
21056,2022,前期,離散数学Ⅲ,2,S,4,,
21056,2022,前期,日本語表現法,2,S,4,,
21056,2022,前期,微分積分Ⅱ,2,S,4,,
21056,2022,前期,数理的教養Ⅱ,2,S,4,,
21056,2022,前期,組込みソフトウェア演習,2,S,4,,
21056,2022,前期,プログラミング基礎Ⅱ,2,S,4,,
21056,2022,前期,ＡＩプログラミング演習,2,S,4,,
21056,2022,後期,グラフィックスプログラミング演習,2,S,4,,
21056,2022,後期,離散数学Ⅳ,2,A,3,,
21056,2022,後期,コンピュータネットワーク,2,S,4,,
21056,2022,後期,データ構造とアルゴリズムⅠ,2,A,3,,
21056,2022,後期,プログラミング言語とコンパイラ,2,A,3,,
21056,2022,後期,Reading & WritingⅣ,1,S,4,,
21056,2022,後期,Listening & SpeakingⅣ,1,S,4,,
21056,2022,後期,ハードウェア設計Ⅱ,2,S,4,,
21056,2022,後期,ハードウェア実験Ⅰ,2,S,4,,
21056,2022,後期,技術者倫理,2,A,3,,
21056,2022,後期,統計学,2,S,4,,
21056,2022,後期,クラウドプログラミング演習,2,S,4,,
21056,2022,後期,データ構造とアルゴリズムⅠ演習,2,S,4,,
21056,2021,前期,キャリア形成基礎論,2,B,2,,
21056,2021,前期,Reading & WritingⅠ,1,S,4,,
